CustomerID,TotalSpend,AOV,NumOrders,AvgBasketSize,FirstPurchase,LastPurchase,Country,CustomerTenure,PurchaseInterval,ReturnRate,UniqueProducts,LastMonthSpend
12346.0,0.0,0.0,2,0.0,2011-01-18 10:01:00,2011-01-18 10:17:00,United Kingdom,0,0.0,5.756654255915345,5,255.1041997453137
12347.0,4310.0,23.681318681318682,182,13.505494505494505,2010-12-07 14:57:00,2011-12-07 15:52:00,Iceland,365,2.016574585635359,1.8953970298050349,6,724.8160995781815
12348.0,1797.24,57.97548387096774,31,75.51612903225806,2010-12-16 19:09:00,2011-09-25 13:13:00,Finland,282,9.4,9.639578829605139,13,111.45221075812994
12349.0,1757.55,24.076027397260273,73,8.643835616438356,2011-11-21 09:51:00,2011-11-21 09:51:00,Italy,0,0.0,1.5255022627645687,8,344.9487895074071
12350.0,334.4,19.670588235294115,17,11.588235294117647,2011-02-02 16:01:00,2011-02-02 16:01:00,Norway,0,0.0,7.8404820579151835,19,665.2599446602688
12352.0,1545.41,16.267473684210525,95,4.947368421052632,2011-02-16 12:33:00,2011-11-03 14:37:00,Norway,260,2.765957446808511,4.716253455577669,14,702.0682991839979
12353.0,89.0,22.25,4,5.0,2011-05-19 17:47:00,2011-05-19 17:47:00,Bahrain,0,0.0,3.632608468273124,17,519.0880713587933
12354.0,1079.4,18.610344827586207,58,9.137931034482758,2011-04-21 13:11:00,2011-04-21 13:11:00,Spain,0,0.0,6.324918518918552,10,146.79084075616427
12355.0,459.4,35.33846153846154,13,18.46153846153846,2011-05-09 13:49:00,2011-05-09 13:49:00,Bahrain,0,0.0,8.227013839424622,19,270.15954720972445
12356.0,2811.43,47.65135593220339,59,26.966101694915253,2011-01-18 09:50:00,2011-11-17 08:40:00,Portugal,302,5.206896551724138,5.968425090837321,2,172.3387116962914
12357.0,6207.67,47.38679389312977,131,20.671755725190838,2011-11-06 16:07:00,2011-11-06 16:07:00,Switzerland,0,0.0,8.520470663452311,18,324.4573035638085
12358.0,1168.06,61.47684210526315,19,13.052631578947368,2011-07-12 10:04:00,2011-12-08 10:26:00,Austria,149,8.277777777777779,4.458222173852149,9,626.0877814063323
12359.0,6245.53,24.588700787401574,254,6.346456692913386,2011-01-12 12:43:00,2011-12-02 11:21:00,Cyprus,323,1.2766798418972332,4.40101757322215,7,225.99506740975576
12360.0,2662.06,20.63612403100775,129,9.031007751937985,2011-05-23 09:43:00,2011-10-18 15:22:00,Austria,148,1.15625,8.58687686288924,5,104.07759658026582
12361.0,189.9,18.990000000000002,10,9.1,2011-02-25 13:51:00,2011-02-25 13:51:00,Belgium,0,0.0,3.939500818087512,18,223.05081604544898
12362.0,5154.58,18.812335766423356,274,8.072992700729927,2011-02-17 10:30:00,2011-12-06 15:40:00,Belgium,292,1.0695970695970696,6.455904381108358,20,458.1891682639569
12363.0,552.0,24.0,23,17.73913043478261,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,132,6.0,7.459094899004261,18,684.9624286011522
12364.0,1313.1,15.448235294117646,85,17.71764705882353,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,104,1.2380952380952381,7.727198186059323,9,128.22984437743804
12365.0,320.69,13.94304347826087,23,7.521739130434782,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,0,0.0,1.8683900597570624,19,685.2198289625724
12367.0,168.9,15.354545454545455,11,15.727272727272727,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,0,0.0,5.918613292651546,19,496.6789808986258
12370.0,3545.69,21.231676646706585,167,14.089820359281438,2010-12-14 12:58:00,2011-10-19 14:51:00,Cyprus,309,1.8614457831325302,2.939925283895831,2,431.21425721704645
12371.0,1887.96,29.96761904761905,63,9.380952380952381,2011-10-11 10:43:00,2011-10-26 10:16:00,Switzerland,14,0.22580645161290322,8.041398816782023,20,128.20528399436674
12372.0,1298.04,24.962307692307693,52,15.26923076923077,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,224,4.392156862745098,1.343609751609477,10,537.4382116575184
12373.0,364.6,26.042857142857144,14,14.071428571428571,2011-02-01 13:10:00,2011-02-01 13:10:00,Austria,0,0.0,3.8980768622781925,16,142.16799891406802
12374.0,742.9300000000001,22.513030303030305,33,10.363636363636363,2011-11-14 15:37:00,2011-11-14 15:37:00,Austria,0,0.0,6.575209681869979,9,357.2418164506171
12375.0,455.42,25.301111111111112,18,9.833333333333334,2011-09-02 14:23:00,2011-12-07 11:27:00,Finland,95,5.588235294117647,1.9660957057210526,17,468.6206360629309
12377.0,1628.12,21.144415584415583,77,12.25974025974026,2010-12-20 09:37:00,2011-01-28 15:45:00,Switzerland,39,0.5131578947368421,1.127841609233411,22,700.135452388699
12378.0,4008.62,18.30420091324201,219,11.547945205479452,2011-08-02 10:34:00,2011-08-02 10:34:00,Switzerland,0,0.0,8.435994529712339,5,765.0331411473051
12379.0,850.29,20.738780487804878,41,9.902439024390244,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,88,2.2,1.0393616010372175,16,960.2582298447486
12380.0,2720.56,25.910095238095238,105,10.723809523809523,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,164,1.5769230769230769,8.362819035526186,11,707.3993630504419
12381.0,1803.96,19.823736263736265,91,8.604395604395604,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,115,1.2777777777777777,4.48308223775741,18,212.0200425881033
12383.0,1839.31,18.3931,100,15.29,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,167,1.6868686868686869,9.724275819106655,19,382.94139543162674
12384.0,566.16,18.872,30,4.033333333333333,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,92,3.1724137931034484,9.6983554870288,7,948.1042964109582
12386.0,401.9,40.19,10,35.4,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,29,3.2222222222222223,1.7845598500597115,4,901.7403153580877
12388.0,2780.66,27.8066,100,14.62,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,311,3.1414141414141414,8.211672206639824,10,546.8259198160877
12390.0,549.84,17.1825,32,11.03125,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,0,0.0,8.116843807787511,21,468.7706503829897
12391.0,460.89,4.6089,100,3.0,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,0,0.0,5.693080684074844,10,726.5716243740939
12393.0,1582.6000000000001,24.728125000000002,64,12.75,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,260,4.126984126984127,3.6470642239751583,22,432.324721964816
12394.0,1272.48,47.12888888888889,27,30.333333333333332,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,153,5.884615384615385,1.7211478166241367,5,472.8605921702127
12395.0,2998.28,18.857106918238994,159,13.28930817610063,2010-12-03 16:35:00,2011-11-24 12:20:00,Belgium,355,2.2468354430379747,6.466647087981103,16,213.159421543412
12397.0,2409.9,19.126190476190477,126,10.023809523809524,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,99,0.792,2.403080535200167,23,298.6788067804762
12398.0,1635.6599999999999,19.24305882352941,85,16.4,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,0,0.0,2.3776205561169195,2,171.71140819387037
12399.0,1108.65,18.790677966101697,59,19.966101694915253,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,142,2.4482758620689653,7.983734569641959,1,444.4522625964034
12401.0,84.3,16.86,5,2.2,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,0,0.0,9.147731878078094,4,420.4468493877097
12402.0,225.6,20.509090909090908,11,8.545454545454545,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,0,0.0,3.098993833573871,13,215.11298457232
12403.0,409.7,68.28333333333333,6,15.833333333333334,2011-10-21 10:51:00,2011-10-21 11:00:00,Denmark,0,0.0,5.770406708169383,9,410.5452809383096
12405.0,1710.39,31.67388888888889,54,15.87037037037037,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,0,0.0,4.938968271576001,9,378.6239435496373
12406.0,3280.75,30.377314814814813,108,16.75,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,161,1.5046728971962617,6.656622669968106,20,951.0602671047604
12407.0,1708.1200000000001,22.183376623376624,77,18.38961038961039,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,214,2.8157894736842106,5.265597883286853,7,820.8031706210559
12408.0,2842.57,25.155486725663717,113,12.380530973451327,2011-03-24 14:46:00,2011-11-07 12:30:00,Belgium,227,2.0267857142857144,8.17621701175619,22,938.0065628540601
12409.0,11056.93,96.99061403508772,114,48.62280701754386,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,103,0.911504424778761,2.882088641024877,4,717.2198765013742
12410.0,681.0799999999999,24.32428571428571,28,7.464285714285714,2011-02-04 10:38:00,2011-02-11 15:47:00,Switzerland,7,0.25925925925925924,3.071360981358884,13,840.3398810215793
12412.0,1226.88,20.112786885245903,61,13.59016393442623,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,94,1.5666666666666667,3.3371384314837558,1,604.0720921480903
12413.0,694.15,17.353749999999998,40,7.05,2011-01-06 16:12:00,2011-10-04 09:00:00,France,270,6.923076923076923,6.109263216928174,22,103.03434747634839
12414.0,562.41,31.244999999999997,18,16.666666666666668,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,93,5.470588235294118,6.451792544918588,15,297.9185738975041
12415.0,123725.45,159.0301413881748,778,99.2827763496144,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,313,0.40283140283140284,5.564739922484126,24,753.8527094400257
12417.0,3578.8,18.074747474747475,198,7.7727272727272725,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,354,1.7969543147208122,2.6954258458586846,5,295.9888212813253
12418.0,668.58,19.664117647058823,34,11.970588235294118,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,0,0.0,4.441874102985233,12,618.3611187568291
12420.0,600.39,20.70310344827586,29,11.89655172413793,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,0,0.0,3.1292468234357527,22,746.8244591655949
12421.0,806.27,17.527608695652173,46,10.5,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,303,6.733333333333333,2.3896513332713862,13,196.41820727997094
12422.0,803.5600000000001,20.604102564102565,39,9.487179487179487,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,229,6.026315789473684,7.146366202396896,11,209.16799821831137
12423.0,1849.11,14.67547619047619,126,10.531746031746032,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,352,2.816,9.134439328084571,9,739.8227769545393
12424.0,1760.96,58.69866666666667,30,24.666666666666668,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,0,0.0,6.666238027862472,3,581.0822074365726
12425.0,777.2,21.58888888888889,36,13.777777777777779,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,0,0.0,3.3889628260484805,23,446.1017479511661
12426.0,582.73,19.424333333333333,30,8.6,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,0,0.0,6.885634146923845,18,735.2042428923896
12427.0,708.37,20.239142857142856,35,6.742857142857143,2010-12-03 10:44:00,2011-11-28 10:48:00,Germany,360,10.588235294117647,4.4531677896634205,15,300.52725545380486
12428.0,7877.2,26.25733333333333,300,11.676666666666666,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,257,0.8595317725752508,8.56929276499746,2,610.3308409123565
12429.0,3750.4,38.66391752577319,97,16.051546391752577,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,356,3.7083333333333335,3.7426088961069084,14,518.8092447016433
